tweet,sentiment,language,tag
"Tough times don't last, tough people do. For now, let's all do our part. Practice physical distancing and Wear face mask and face shield PROPERLY. Stay safe everyone. Laban lang! 🤗 #FirstYearOfPHLockdown #COVID19PH https://t.co/3rIMPgfVNZ",1,en,Quarantine
And they still want us to believe that we’ve flattened the curve. 😂🤡 #COVID19PH #PHLongestLockdown,-1,en,Lockdown
#Covid19Ph cheers. 🍷🍷🍷 https://t.co/XiI3uhqLw2,1,en,Quarantine
Shucks mag-ready na and I smell another lockdown. Yan lang naman alam na solusyon ng @DOHgovph and #IATF eh. 😱😭 #COVID19PH,-1,tl,Balita
Herd Immunity. Get your vaccines now!! 💉#CovidVaccine #COVID19PH https://t.co/VWj4HzBJ7B,1,en,Response
Puro kagaguhang policy pinapauso nitong IATF. Ugh. 😡🤦‍♂️ Galit tuloy si Edward. Hahaha! 😂😂 #COVID19PH https://t.co/v5hUY74UXg,-1,tl,Balita
Took my shot for a start of a new hope. First jab of #SINOVAC done ✅ #RESBAKUNA #COVID19PH #vaccinated https://t.co/qgu6yOQlt2,1,en,Response
Great news received today! Company will cover covid-19 vaccination to all employees. Super thanks @AccentureJobsPH! 🙏😍❤️👏🏻 #covid19ph,1,en,Response
"Total number of confirmed cases now at 587,704 after 3,045 new cases were confirmed. #covid19ph",-1,en,Response
So ayan na nga. Back to zero ba?!! 😭🥴🙏 #covid19ph,-1,tl,Regulasyon
Pasok ulit. #Quarantine2021 #MECQ #starbucksph #starbucks @ Starbucks Philippines https://t.co/qpQuCg39qo,0,tl,Balita
"Yong dati'y busy na tayo sa for Xmas pero dahil sa pandemic, anomalies at kapalpakan tungkol dito,""can we just stop and talk awhile?"" muna ang peg ni JoMari Chan. #September #Christmas #vinyl #vinylcollection #Music #pandemic #Covid19 #ECQ #anomalies #MECQ #palpak #bored https://t.co/uBos8h6j2I",-1,tl,Balita
"Dear Mama Mary, happy birthday, paki tulongan po ang mga taga IATF, nakakalito na eh, mas magaling pa po sila sa laban, laban o bawi, bawi ng Sexbomb Girls! #getgetawww #DutertePalpak #DuterteWakasan #gcq #MECQ",1,tl,Balita
"IATF, get your shit together! #GCQ #MECQ",-1,en,Response
The New Normal Lunch Date #Mecq #meynardkit #birthmonthniKit #lunch #latepost @ Popeyes Philippines https://t.co/6zZ2O0C07e,1,en,Lockdown
Season of improvement!👍🏾👍🏾 #mecq #lockdown #renovation #artwork #underpass #painting #makeitmakati #makeithappen #choosephilippines @ VA Rufino Underpass https://t.co/Ng9i7mZIba,1,en,Lockdown
Visited #Samsung store for my phone's service maintenance in one of the biggest mall in Cebu City... #MECQ #MyDay https://t.co/yAeKG7liuX,1,en,Lockdown
Dinner and baon? #Quarantine2021 #MECQ #blackmushroomtempura #tempura #noricrustedtonkatsu #tonkatsu #asianchickenbarbecue #chickenbarbecue #chicken #barbecue #goldenfriedrice #friedrice #dinner #takout #WOKbyChefJae https://t.co/061UH6miPR,1,en,Lockdown
Kalma lang Pasko na. 🤣😅😂 #Quarantine2021 #MECQ #melona #korean #koreangrocery @ CK 88 Mart -Korean grocery Store https://t.co/iGqghmiTKg,1,tl,Balita
Cancelled long weekend plans due to #MECQ status in NCR. We are required to present negative swab test result prior entering #ELYU. Even if all of us are fully vaccinated! 😓,-1,en,Lockdown
"#MECQ bawal pa ang outdoor jogging, sa loob na lang ng bahay, at dahil nag softdrinks ka additional workout time @ San Crispin, San Pablo, Philippines https://t.co/c9fZQjDj7O",-1,tl,Regulasyon
"#MECQ Day1 @ Quezon City, Philippines https://t.co/yXKrwrdknn",-1,en,Lockdown
"Parang naubos ang charm ko eh #MECQ @ San Crispin, San Pablo, Philippines https://t.co/AGJg4N6jjt",-1,tl,Lakbay
Happy friday sa mga inutil at gungung jan 😅✌️. #iatf #MECQ https://t.co/HtzoOk1lrz,1,tl,Regulasyon
@cnnphilippines Ano ulet pinagkaiba ng #ECQ at #MECQ? Gulong gulo na isip namin. Hindi na namin alam. Baka hindi narin kami makatulog niyan. @DOHgovph @SecDuque @attyharryroque @ntfcovid19ph @ABSCBNNews @gmanews @PTVNewsOfficial @News5PH #IATF,-1,tl,Regulasyon
Ano ulet pinagkaiba ng #ECQ at #MECQ? Litong lito na kami. Gulong gulo na isip namin. Hindi na namin alam.,-1,tl,Regulasyon
Gusto kong mag muni muni mamaya? May check point pa kaya from Carmona to Tagaytay? #tagaytay #mecq,0,tl,Lakbay
From where I live. Says tomorrow we will be on another strict quarantine due to rising Covid cases. I’m tired. #mecq #Covid_19 #StayHome #bulacan https://t.co/MicmuXELWY,-1,en,Lockdown
Because gym is close and I need to continue my fitness journey (chour). 💪🏃🦵 #Jogging #fitnessmotivation #MECQ #ITPark #CebuCity https://t.co/lXBGK0521y,1,en,Quarantine
"Our Lobby Lounge is open for dine-in at 10% seating capacity. Continue to enjoy your favorite Ensaímada, Malicious Cookies, cakes and pastries over coffee and tea. #marcopolocebu #mecq #cebu #cebueats #safetravels #foodies https://t.co/YfXoXVXwE8",1,en,Quarantine
gala at kape before lockdown ulit 😂 #mecq https://t.co/iSoFxUsKGN,0,tl,Lakbay
ang nabago lang curfew at bawal mag dine in hahaha papahirapan tlaga ang mga maliliit na negosyo. #mecq,-1,tl,Regulasyon
Pero mas liki kung naay muingon nga dili pa fully paid inyong gikaon 🤣 Aw bawal mass gathering #altercebu kay balik tag #MECQ baya 😉,0,tl,Regulasyon
PRAY and TALK TO GOD is the best thing to do in our life in this crisis. GOD is the only one who control of all the trials we are facing. #ECQ #MECQ #COVID19 #DeltaVariant #Philippines #PH 🇵🇭,1,en,Lockdown
"I will missed you babe , since mag lolockdown nanaman. 🥺🥺 #lockdown #mecq #cebu",-1,en,Lockdown
"Mag panic buying na sana ako, kaso wala pala akong pang buy. Panic na lang. 🤪 #MECQ",0,tl,Regulasyon
Ay nlng mog kahibung. Anad nko mag usab2 ang status. Dili nani just now 🙄🙄🙄 #MECQ,0,tl,Regulasyon
akinse na! Reshuffling nanaman HAHAH #MGCQ #GCQ #MECQ #ECQ https://t.co/lAMnLsLNxc,0,tl,Balita
Dami nagkalat na pulis sa Naga. Reminding all the people na bukas na daw mag-uumpisa ang 9PM curfew. Seriously???🙃😷 Mag iisang linggo na po tayong naka MECQ. #latereaction #MECQ #keepsafe,1,tl,Balita
unli tambay sa bahay na naman tayo nitoooo 😚 #MECQ,0,tl,Regulasyon
Ganito po 'yon! #mecq https://t.co/PmEu9s3LxG,0,tl,Regulasyon
@agriculturistj1 Kato na linog kay pahimangno sa Mayor sa @cdoinfonet na kinahanglan strikto gyud ang iyang pagpatuman sa #MECQ Health&amp;Safety Protocols via Twitter,0,tl,Regulasyon
Kato na linog kay pahimangno sa Mayor sa @cdoinfonet na kinahanglan strikto gyud ang iyang pagpatuman sa #MECQ Health&amp;Safety Protocols,0,tl,Balita
Eating inside the car because take-out lang allowed. Inde pwede ka dine-in. #MECQ,-1,en,Lockdown
Last gym day 😭 Letche na #MECQ way pulos! 👎🏻 https://t.co/juDlGx4r9c,-1,en,Lockdown
"Hello JUNE! Panibagong BUWAN, panibagong LABAN. #MECQ #June #MECQ2021 #day1 https://t.co/3zQqF7zacN",0,tl,Balita
Out of curiosity.. Padayon ang operation sa malls????? Akong mga bills atimana!!! #Mecq,-1,tl,Balita
Nag-close border na ang Iloilo City. Mamiss ko ang mga madlang pipol sa syudad. Loljk! #MECQ https://t.co/x4ySBZhNjU,0,tl,Lakbay
A FAB Wednesday dinner with @chardee89 After more than a year! #Quarantine2021 #MECQ #dinner #fabulous @ Max's Smart Araneta Coliseum https://t.co/Yh9OsgyHXC,1,en,Lockdown
Yes outdoor dining is allowed @thebayleafhotels #mecq #wheninmanila @ Bayleaf Hotel Intramuros https://t.co/ppERR2DGPW,1,en,Quarantine
"Ube-puno. Yummy! #Quarantine2021 #MECQ #ube #macapuno #dessert @ Good Shepherd Bahay Pastulan Store, Tagaytay https://t.co/WqXSxp2LZm",1,tl,Balita
Mahal na Birhen ng Lourdes. Ipanalangin mo kami. #Quarantine2021 #MECQ #motorcade #ourladyoflourdes #mahalnabirhennglourdes #birhennglourdes #pilgrimimage @ Nuestra Señora dela Paz y Buen Viaje Parish-Biñan https://t.co/VFylfzzSmp,0,tl,Balita
"Good morning! #Quarantine2021 #MECQ #happymorning #goodmorning @ Barangay Dela Paz, Biñan City https://t.co/vVSIAAbgUa",1,tl,Balita
"May your soul rest in peace, daddy. #Quarantine2021 #MECQ #deathanniversary @ Eternal Gardens Memorial Park Biñan https://t.co/X0NPtXrLoG",-1,en,Quarantine
Sana pagdilat ko okay na ang lahat. 🤣 #MECQ https://t.co/O8Yb8AF3Xu,0,tl,Balita
#MECQ #Ayuda2021 received Salamat po #MGBL at sa Gobyerno https://t.co/ltH2xsWzsw,1,tl,Regulasyon
Kawawa ang mga Pilipino. #MECQ Again 🤮,-1,tl,Balita
Extended ang #MECQ pero ang curfew pang GCQ 🤣🤣🤣,0,tl,Regulasyon
"Unti unti pa e, Sagad nyo na hanggang December para di narin kayo mapagod kaka meeting at announce 👌😂 #MECQ to #NECQ #NEVERENDINGCOMMUNITYQUARANTINE HAHAHAHA https://t.co/uEJx2KDVYt",0,tl,Balita
Question... Sino sino po ba ang ating mga Health Care Experts? #1MCovid19cases #MECQ #toextendornottoextend,0,tl,Regulasyon
"Effects ng lockdown season 2. Nag subscribed sa HBO GO, iWantTFC, Netflix, Spotify, napa bili ng Radio kasi nakakamiss ang AM at FM Baka mapa bili nalang din ako Smartv para wider screen na hahah #lockdownseries #MECQ",0,tl,Balita
"Side ❣️ #side #filters #mecq #feelslikehome #selfcare @ Manila, Philippines https://t.co/RTWM6CGqr2",0,tl,Balita
"Another set of essentials. #Quarantine2021 #MECQ #oximeter #bloodpressuremonitor #covid19 #selfcare @ Barangay Dela Paz, Biñan City https://t.co/y6tlEjRl2v",0,tl,Regulasyon
May you be an instrument of God’s love through your words &amp; deeds. Just happy to be back to our office. #TuesdayMotivation #TuesdayVibes #officeday #mecq #pandemiclife #tuesdaytruth #instrumentoflove #TruthTuesday #coffeeshopworking #tuesdaymood #meninpink #realmenwearpink https://t.co/9UIw0cPUzY,1,en,Quarantine
So ayun na nga dahil #MECQ na ang ncr may pasuk na ako bukas dapat 3 days off ako ngayon week na to eh hayts pero salamat pa din 🙏🏼,0,tl,Balita
Dahil #MECQ na mababago ang schedule ko yahoo saka sana open na ang @enjoyGLOBE at @LiveSmart,0,tl,Regulasyon
May liquor ban pa ba pag #MECQ? 🥴,0,tl,Regulasyon
Good Morning #goodmorning #MECQ https://t.co/74SYzGNb4z,1,en,Lockdown
Stay Safe and Stay Healthy. #FlashGlobalMedia #MECQ #FGMCare https://t.co/vrzGvsFfwa,1,en,Quarantine
Lunch. #MECQ. Dilig halaman with Mama and Papa. (@ Steak To One in Quezon Citt) https://t.co/7nEUJmKOHh,0,tl,Lakbay
"Lunch. #MECQ. Dilig halaman with Mama and Papa. (@ CES Garden Quezon Circle in Quezon City, Metro Manila) https://t.co/jrfKkQdxnC",0,tl,Lakbay
#MECQ. Dilig halaman with Mama and Papa. (@ Quezon Memorial Circle in Quezon City) https://t.co/wtBPxfWuoD,0,tl,Lakbay
Alamin ang update sa pampublikong transportasyon ngayon na tayo ay nasa ilalim ng Modified Enhanced Community Quarantine or MECQ. @ptvph @DOTrPH #RSP #RiseAndShinePilipinas #PTV #MECQ #DOT https://t.co/9aQNYqNahI,0,tl,Lakbay
"Ngayong nasa ilalim na tayo ng MECQ hanggang katapusan ng Abril, ano nga ba ang mga dapat at bawal gawin? ‘Yan ang ipinaliwanag sa atin ni Sec. Karlo Nograles Co-Chairman ng Inter-Agency Task Force. @karlo_nograles @PTVph #RSP #RiseAndShinePilipinas #PTV #IATF #MECQ https://t.co/ps8GOxH49O",0,tl,Regulasyon
"#wearjake #jakejourneyat2021 #mecq @ Manila, Philippines https://t.co/YkQlMIiERE",0,tl,Balita
Luh!! MECQ na naman..So anu na naman ang meaning ng M na yan? Maluwag ba or Magulo?#Philippines #MECQ #QuaranthingsTheSeriesS2,0,tl,Balita
Ano bang meron dito sa NCR+ bakit andami pa ding covid case habang sa ibang mga probinsya halos balik na sa normal? #MECQ,0,tl,Lakbay
Close pa din gyms. Huhu. Nkkaumay man pero we have to adapt. I’ve decided to buy myself heavier hexa dumbbells dahil matagal tagal na home workout nnman ito..🥲 #ecqlife #mecq,-1,tl,Balita
Good evening.. #MECQ,1,en,Lockdown
"@Joseph_Morong @gmanews Responding to strong public clamor, #PresidentDuterte has done the right thing by downgrading the #lockdown classification of #NCR plus 4 areas from #ECQ to #MECQ. He has wisely overruled his own buraucrats who are fixated on lockdowns that destroy lives. https://t.co/UwoCKfDY68",1,en,Lockdown
"Responding to strong public clamor, #PresidentDuterte has done the right thing by downgrading the #lockdown classification of #NCR plus 4 areas from #ECQ to #MECQ. He has wisely overruled his own buraucrats who are fixated on lockdowns that destroy lives. https://t.co/UwoCKfDY68",1,en,Lockdown
"Mukhang sa #MECQ tumapat ang roleta at #NCRPlus, #SantiagoCity, #Quirino at #Abra ang mga nabunot sa tambiolo.",0,tl,Balita
Never allow to normalize the recent Covid cases numbers here in the Philippines. Let's continue to be vigilant!! #MECQ,1,en,Quarantine
It's all about the ayuda or lack of it. #MECQ,-1,en,Lockdown
Bag la ketdin nakaawid nak uray pag biit 😔😔 Ingat Luna #MECQ,0,tl,Regulasyon
"Sundan ang aking mga tala at munting paglathala sa kalagitnaan ng Pandemya. Heto ako, nakikisabay sa longest lockdown in the world. #PersonalLockdown #MECQ #PandemicBlues https://t.co/hcU5rwTuol",1,tl,Regulasyon
Our neighbor is throwing a party w 15 guests na relatives from pasig invited our yaya n apo ni yaya n i had to explain na delikado ang gatherings ngayon. Sana di nalang nag party si kapitbahay di naman ata naintindihan ng mga tao nangyayari . I must seem evil to them now. #MECQ,0,tl,Lakbay
Taenaaaaaaa ano naaaaaa Pilipinas😣😤 #MECQ NA NAMAN?!!!!,-1,tl,Regulasyon
"Sundan ang aking mga tala, at kaunting mga paalala sa kalagitnaan ng Pandemya. Heto ako, nakikisabay sa longest lockdown in the world. #PersonalLockdown #MECQ #PandemicBlues https://t.co/V0TQZVevdm",1,tl,Regulasyon
Kailangan mag hoard na naman ng mga foods😱hahaha #ECQ,0,tl,Balita
#ECQ again again and again... wala na ba tlga maisip matino tong gobyerno ni ddshit...😡😡😡mabuti kayo kayo pa announce announce lng...Haisssst kaka umay... sistema nio bulok...,-1,tl,Balita
#ECQ sa August 6-20? para saan? para di kumalat ang kaso ng delta variant? so from July 30-Aug5 hindi pa sya kakalat? 😒 😩,0,tl,Balita
"Ayun na nga. #ECQ uli. At least may araw pa para maghanda, hindi karakaraka. https://t.co/VwoPETSDNH",0,tl,Balita
Yung SRA ko mapupunta lang sa taxi fare pota #ecq,0,tl,Balita
Nakakalungkot na Umaga.. 😮‍💨❌ #ECQ,-1,tl,Balita
Oha tinalo ng ECQ ang mga favorite tv shows nyo sa pag renew ng season... wagas. #ECQ,0,tl,Balita
Labels are good but they can also be problematic. Baka mas may mapala pa tayo if palitan ang mga decision-makers kesa sa labela diba? #ECQ #BBQ #ItsComplicated #COVID19PH,-1,tl,Regulasyon
I just choose to be that bigger and better person ❤ #VAINinEmergencyMeeting #BagoAngSakuna #ECQ #LiquorBanAgay https://t.co/IwBwoE1pOx,1,en,Quarantine
TV Patrol Friday ✨ Happy Weekend guys 🙏🏼 Ingat always 💕 #tvpatrol #starpatrol #tgif #happyweekend #ecq #covid19 📸 @nizelly @ ABS-CBN https://t.co/R5XF9h1Vxu,1,en,Quarantine
Wonderin’ kung nasaan ang mga tao? Zombie na kaya sila? 🧟🧟‍♀️🧟‍♂️ #friday #ecq https://t.co/Zcb3rwt9oU,0,tl,Balita
Wala namang nangyare sa 2 weeks na #ECQ na yan. WINARAK niyo lang kami. 🙄.,0,tl,Balita
@cnnphilippines Ano ulet pinagkaiba ng #ECQ at #MECQ? Gulong gulo na isip namin. Hindi na namin alam. Baka hindi narin kami makatulog niyan. @DOHgovph @SecDuque @attyharryroque @ntfcovid19ph @ABSCBNNews @gmanews @PTVNewsOfficial @News5PH #IATF,0,tl,Balita
Ano ulet pinagkaiba ng #ECQ at #MECQ? Litong lito na kami. Gulong gulo na isip namin. Hindi na namin alam.,0,tl,Balita
"It is essential. ✔ #Quarantine2021 #ECQ #grabfood #bulalugaw #latepost #grab #lugaw @ Pidong’s Batangas Lomi, Goto, at Bulalo https://t.co/RSGVJ0r1a9",1,tl,Balita
Kapag nag crave wag pigilan. Ate 5 tacos for dinner. Inaantok na ako sa pagkain ng last piece. 🤣😅😂 #Quarantine2021 #ECQ #dinner #aboutlastnight #tacos @ Pancake House SLEX https://t.co/h1gFcjn1Iq,0,tl,Regulasyon
"Lovely Day #elpaborito #quarantinelife #ecq @ Manila, Philippines https://t.co/DyICSMWhze",0,tl,Lakbay
@iammarkbautista Oo until kataposan #ECQ,0,tl,Regulasyon
Ang lungkot ng mall. #SM_Tuguegarao #ECQ https://t.co/yq5cvyA6VC,0,tl,Lakbay
No to extend. Ayan na naman kayo 🙄 #ecq,0,tl,Regulasyon
REALTALK! AT MAY BALAK PA KAYO NA I-EXTEND? Oo may AYUDA. Kaso sila sila parin yun eh. YUng mga nasa listahan. Paano yung mga naapektuhan na empleyado na di kasama sa listahan? Buhay na naman yung mga TAMBAY na nasa listahan. HAPPY na naman may #AYUDA. #SanaAllTambay #ECQ https://t.co/YeQUxQwoRH,-1,tl,Regulasyon
